101;ABBIATI Christian;P;6.50;6.50;MIL;0;0;
103;AMELIA Marco;P;5.00;3.00;PAL;2;0;
104;ANTONIOLI Francesco;P;6.50;5.50;BOL;1;0;
109;BENUSSI Francesco;P;5.50;3.50;LEC;2;0;
110;BIZZARRI Benjamin;P;7.00;7.00;CAT;0;0;
113;CAMPAGNOLO Andrea;P;5.00;4.00;REG;0;0;
114;CARRIZO Juan Pablo;P;5.00;2.00;LAZ;3;0;
115;CASTELLAZZI Luca;P;6.00;3.00;SAM;3;0;
119;COPPOLA Ferdinando;P;5.00;4.00;ATA;1;0;
120;CURCI Gianluca;P;5.00;4.00;SIE;1;0;
123;DONI Alexander Marangao;P;5.50;1.50;ROM;4;0;
128;FREY Sebastian;P;6.00;6.00;FIO;0;0;
131;HANDANOVIC Samir;P;5.00;3.00;UDI;2;0;
132;IEZZO Gennaro;P;6.50;5.50;NAP;1;0;
134;JULIO CESAR Soares De Espinola;P;7.00;7.00;INT;0;0;
138;MANNINGER Alexander;P;5.00;3.00;JUV;2;0;
139;MARCHETTI Federico;P;7.50;7.50;CAG;0;0;
149;PUGGIONI Christian;P;5.50;2.50;REG;3;0;
151;RUBINHO Fernando Moedim;P;6.00;6.00;GEN;0;0;
153;SERENI Matteo;P;6.00;5.00;TOR;1;0;
155;SORRENTINO Stefano;P;7.00;6.00;CHI;1;0;
202;AGOSTINI Alessandro;D;5.00;5.00;CAG;0;0;
208;ANTONINI Luca;D;6.00;6.00;MIL;0;0;
210;ARONICA Salvatore;D;6.00;6.00;NAP;0;0;
212;BALZARETTI Federico;D;5.00;5.00;PAL;0;0;
215;BELLINI Gianpaolo;D;6.00;6.00;ATA;0;0;
217;BIANCO Paolo;D;5.00;4.50;CAG;0;0;
218;BIAVA Giuseppe;D;7.00;10.00;GEN;1;0;
219;BOCCHETTI Salvatore;D;6.50;6.50;GEN;0;0;
220;BONERA Daniele;D;6.00;6.00;MIL;0;0;
228;CANNAVARO Paolo;D;5.50;5.50;NAP;0;0;
232;CARROZZIERI Morris;D;4.50;3.50;PAL;0;0;
233;CASSANI Mattia;D;6.00;6.00;PAL;0;0;
235;CASTELLINI Marcello;D;0.00;0.00;BOL;0;0;
237;CHIELLINI Giorgio;D;6.50;6.50;JUV;0;0;
238;CHIVU Cristian;D;6.00;5.50;INT;0;0;
239;CICINHO Joao De Cezare;D;5.00;5.00;ROM;0;0;
240;CIRILLO Bruno;D;5.50;5.50;REG;0;0;
241;CODA Andrea;D;4.50;4.50;UDI;0;0;
242;COLOMBO Riccardo;D;5.00;5.00;TOR;0;0;
243;COMOTTO Gianluca;D;6.00;5.50;FIO;0;0;
244;CONTINI Matteo;D;6.00;6.00;NAP;0;0;
245;CORDOBA Ivan Ramiro;D;6.50;7.50;INT;0;1;
247;COSTA Andrea;D;6.00;6.00;REG;0;0;
249;CRIBARI Sanchez Emilson;D;5.00;5.00;LAZ;0;0;
250;CRISCITO Domenico;D;6.00;6.00;GEN;0;0;
252;DAINELLI Dario;D;6.50;6.50;FIO;0;0;
254;DE CEGLIE Paolo;D;5.50;5.50;JUV;0;0;
255;DEL GROSSO Cristiano;D;6.00;6.00;SIE;0;0;
